alpha_2,region,,flag,大洲:,origin name,Let's Go,,2004-01-01,2004-02-01,2004-03-01,2004-04-01,2004-05-01,2004-06-01,2004-07-01,2004-08-01,2004-09-01,2004-10-01,2004-11-01,2004-12-01,2005-01-01,2005-02-01,2005-03-01,2005-04-01,2005-05-01,2005-06-01,2005-07-01,2005-08-01,2005-09-01,2005-10-01,2005-11-01,2005-12-01,2006-01-01,2006-02-01,2006-03-01,2006-04-01,2006-05-01,2006-06-01,2006-07-01,2006-08-01,2006-09-01,2006-10-01,2006-11-01,2006-12-01,2007-01-01,2007-02-01,2007-03-01,2007-04-01,2007-05-01,2007-06-01,2007-07-01,2007-08-01,2007-09-01,2007-10-01,2007-11-01,2007-12-01,2008-01-01,2008-02-01,2008-03-01,2008-04-01,2008-05-01,2008-06-01,2008-07-01,2008-08-01,2008-09-01,2008-10-01,2008-11-01,2008-12-01,2009-01-01,2009-02-01,2009-03-01,2009-04-01,2009-05-01,2009-06-01,2009-07-01,2009-08-01,2009-09-01,2009-10-01,2009-11-01,2009-12-01,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-05-01,2010-06-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2010-11-01,2010-12-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01
MV,马尔代夫,其他,https://www.fluentpython.com/data/flags/mv/mv.gif,亚洲,MV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,34,0,0,28,0,0,0,0,0,44,0,0,0,0,0,0,0,0,49,0,0,0,55,0,46,42,32,28,0,0,0,48,24,22,0,24,0,0,20,0,0,0,18,9,17,16,18,9,15,7,7,0,14,7,0,0,20,18,33,26,36,6,11,23,32,17,17,5,5,10,16,17,26,32,14,14,14,15,15,23,18,9,14,15,13,23,17,22,8,5,4,4,12,56,16,12,15,16,14,11,22,8,11,21,16,0,11,0,37,21,17,21,12,10,21,12,23,16,24,37,19,23,21,32,49,15,25,26,26,13,35,23,59,21,36,10,19,14,23,25,24,19,20,28,29,47,16,17,18,15,18,14,12,46,63,68,100,77,68,46,39,32,30,33,30,39,31,26,40,92,49,21
LK,斯里兰卡,其他,https://www.fluentpython.com/data/flags/lk/lk.gif,亚洲,LK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,29,0,0,85,0,28,0,0,0,0,20,0,0,0,16,18,0,0,15,0,14,0,0,0,0,0,11,0,0,23,21,0,0,0,0,0,0,0,15,5,18,0,5,4,0,0,11,10,11,9,13,16,15,6,3,12,14,3,11,7,13,19,14,22,29,5,13,2,8,10,6,24,9,25,18,30,17,20,8,2,15,11,8,12,11,13,19,15,12,17,12,4,7,7,10,21,18,21,21,20,20,6,11,16,10,8,10,15,29,20,24,21,23,23,8,8,11,12,6,10,10,16,28,36,24,18,22,2,15,9,12,21,19,24,29,35,30,13,14,16,18,9,12,8,28,23,49,50,21,16,13,13,13,9,17,20,24,19,17,22,30,18,14,10,13,13,13,14,37,25,60,100,59,21
BO,玻利维亚,其他,https://www.fluentpython.com/data/flags/bo/bo.gif,南美,BO,0,0,0,0,46,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,19,0,15,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,9,9,11,0,10,0,0,0,0,0,0,16,8,0,0,0,0,9,18,0,0,18,0,0,0,9,19,0,10,0,0,0,8,0,0,8,7,0,0,0,4,7,3,6,0,3,5,3,3,3,3,3,3,5,8,2,10,2,2,2,2,2,5,4,2,2,3,5,2,0,3,2,3,0,7,5,11,6,6,11,10,4,1,7,3,1,5,23,21,5,2,2,1,0,1,1,4,7,1,7,6,6,2,5,3,5,1,5,1,2,8,6,3,9,16,4,4,3,3,5,5,3,5,5,5,10,10,100,5,3,2,3,6,5,9,4,5,10,9,5,8,10,3,12,11,13,10,18,19,15,9,9,13,6,15,15,19,31,12,12,13,12,13,10,12,12,15,18,16,29,34,14,66,45,20
HR,克罗地亚,其他,https://www.fluentpython.com/data/flags/hr/hr.gif,欧洲,HR,0,0,13,0,6,4,4,8,13,0,10,4,7,9,0,3,10,3,17,8,16,8,6,2,10,4,5,3,6,9,7,2,5,0,4,6,5,2,2,4,2,5,3,6,9,6,7,3,4,4,3,3,2,4,7,6,5,7,6,2,7,3,2,3,4,3,5,2,4,3,5,7,2,2,2,4,2,2,2,4,5,6,3,2,2,4,2,2,4,5,4,3,5,3,4,2,4,4,4,4,3,4,3,8,9,10,8,9,5,16,4,3,4,2,3,5,6,5,5,3,3,2,4,12,5,5,6,5,6,12,6,2,2,3,3,4,4,3,4,4,4,5,6,4,3,3,4,4,4,6,4,4,6,7,8,4,3,3,3,3,4,7,8,5,8,8,6,9,4,4,4,4,5,6,12,5,9,8,6,5,5,5,4,6,5,7,7,11,9,8,9,8,8,6,5,6,4,3,3,3,5,7,6,9,15,7,3,4,4,4,5,6,8,12,9,7,10,6,6,100,70,20
MD,摩尔多瓦,其他,https://www.fluentpython.com/data/flags/md/md.gif,欧洲,MD,0,0,49,29,72,16,65,51,0,68,38,13,100,52,47,40,18,39,36,40,63,35,56,21,29,64,32,57,29,14,37,54,50,80,56,49,28,42,42,34,53,32,46,54,68,48,49,57,45,30,44,45,60,46,46,38,44,57,43,39,49,28,34,35,44,26,33,29,52,49,40,40,34,30,23,44,38,36,37,28,33,45,44,41,28,32,26,24,32,33,27,25,34,29,29,35,28,26,30,30,31,27,26,27,32,31,27,27,21,25,25,19,30,25,23,24,29,28,23,26,24,29,36,54,24,17,16,19,19,18,19,16,18,16,15,17,19,19,18,20,19,19,17,17,19,15,15,17,18,17,17,17,19,16,18,19,17,16,17,18,17,19,19,16,20,20,20,19,16,15,17,17,19,17,18,15,18,20,17,20,16,15,16,16,16,19,17,16,19,18,17,17,14,13,18,17,11,7,10,10,10,12,12,13,12,12,11,12,11,11,11,12,12,14,14,15,15,12,12,36,30,20
NO,挪威,其他,https://www.fluentpython.com/data/flags/no/no.gif,欧洲,NO,0,0,3,3,9,0,0,3,8,0,0,3,5,0,4,2,4,4,19,11,0,4,9,7,3,1,6,10,6,3,4,10,10,6,10,12,7,10,11,6,12,10,11,12,8,9,8,9,16,8,11,16,14,15,15,8,17,9,10,9,9,12,10,10,14,12,9,11,15,13,10,9,10,9,6,9,8,9,8,8,15,14,11,11,12,10,6,6,8,9,8,8,12,10,7,7,6,35,34,8,9,10,8,14,11,8,8,6,9,7,6,6,8,8,10,8,11,7,8,7,6,14,14,26,12,9,9,7,12,9,8,6,8,6,7,10,9,8,7,7,7,8,7,9,8,9,6,8,7,7,8,6,7,7,8,7,5,8,8,8,12,13,17,8,9,7,6,7,5,7,7,8,8,12,26,7,8,8,8,9,7,7,6,8,10,9,8,10,10,9,9,9,9,8,8,8,6,5,6,5,5,4,5,5,6,5,5,4,5,5,5,4,5,6,6,6,6,5,7,100,50,20
PR,波多黎各,其他,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Flag_of_Puerto_Rico.svg/250px-Flag_of_Puerto_Rico.svg.png,北美,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,6,0,0,0,0,0,0,0,6,0,5,0,5,0,0,3,7,4,4,0,2,4,2,2,0,0,2,4,5,4,0,0,2,0,0,0,3,0,7,0,2,2,3,0,0,1,6,1,4,3,0,3,3,3,1,3,5,0,5,0,0,1,1,3,1,5,1,5,0,8,3,2,3,3,4,3,4,5,5,7,1,0,3,3,3,5,3,1,6,2,0,0,3,1,3,1,4,10,4,3,7,4,1,4,3,4,9,5,6,11,5,6,8,7,6,4,4,6,6,3,0,7,3,2,0,3,2,6,7,2,7,7,4,2,5,6,1,7,8,7,7,11,100,47,20
HN,洪都拉斯,其他,https://www.fluentpython.com/data/flags/hn/hn.gif,北美,HN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,18,0,18,0,0,15,0,0,0,18,0,0,18,0,21,0,0,0,0,0,0,0,0,0,8,3,0,4,0,3,0,0,0,0,4,0,0,6,4,3,6,3,0,3,0,0,3,3,0,0,2,2,0,0,8,2,0,6,2,4,13,5,2,2,0,4,2,0,2,4,0,2,3,4,3,1,0,0,3,2,1,4,3,2,2,5,2,2,1,5,1,6,1,3,3,0,4,3,4,1,6,2,5,1,1,2,1,2,2,12,23,100,4,2,5,0,4,10,8,5,6,5,2,3,5,12,2,7,8,10,12,6,7,6,5,7,10,9,11,12,10,32,11,7,9,11,9,8,8,10,9,9,17,33,26,9,55,23,20
IN,印度,其他,https://www.fluentpython.com/data/flags/in/in.gif,亚洲,IN,0,0,0,20,25,28,40,22,14,13,14,15,25,6,55,25,32,12,52,15,23,14,31,9,14,12,7,12,20,21,15,15,18,8,16,6,3,17,11,19,18,17,10,15,30,12,27,26,20,15,22,19,17,11,16,9,14,15,22,15,20,10,16,21,10,14,26,13,16,17,13,17,16,16,16,8,10,15,11,12,10,21,16,9,14,6,8,9,14,9,9,6,11,14,9,8,8,10,12,12,9,9,11,16,12,11,9,8,10,8,10,9,9,9,8,8,9,8,7,8,7,8,16,18,18,8,8,10,11,10,9,7,8,7,8,9,7,7,6,7,8,7,9,10,13,8,9,13,9,9,10,9,9,14,15,10,11,11,9,10,13,16,10,9,10,11,10,10,11,11,10,12,13,14,29,11,11,14,33,25,35,30,32,31,33,24,28,26,23,25,28,22,25,21,25,20,14,12,13,16,14,15,21,50,92,47,18,18,16,13,15,15,17,22,25,50,53,16,16,100,81,19
LB,黎巴嫩,其他,https://www.fluentpython.com/data/flags/lb/lb.gif,亚洲,LB,0,0,0,0,0,48,0,47,0,0,41,0,0,0,0,40,60,0,29,0,32,31,0,0,0,52,25,26,0,89,59,65,50,49,0,80,76,76,30,17,27,13,0,24,11,12,0,11,24,0,0,12,33,62,10,33,10,19,26,14,0,15,13,7,18,19,0,13,17,23,16,5,10,10,5,12,5,18,36,31,51,23,17,19,20,29,8,15,17,14,24,18,20,11,32,22,14,17,8,24,17,18,20,32,18,24,17,22,10,12,7,17,9,16,14,13,13,21,11,13,11,21,13,23,16,12,15,14,13,23,16,15,13,15,19,16,11,12,16,16,14,17,19,15,17,18,9,20,11,17,12,16,22,23,19,16,25,19,19,19,18,23,19,22,19,20,24,21,17,21,21,19,22,14,36,19,18,24,27,25,23,16,16,16,25,18,24,27,25,26,23,20,19,16,18,15,14,12,15,12,17,18,13,30,100,24,16,18,19,18,18,27,17,22,32,53,60,22,15,74,48,19
RO,罗马尼亚,其他,https://www.fluentpython.com/data/flags/ro/ro.gif,欧洲,RO,0,0,6,6,2,8,4,3,0,3,9,7,8,7,6,6,3,4,6,5,4,3,5,6,4,3,4,5,4,3,4,5,3,4,33,5,15,3,4,4,2,3,4,3,4,3,2,4,3,2,3,3,4,4,1,3,4,2,3,3,4,3,3,3,2,4,5,1,2,3,5,3,3,3,2,3,4,4,3,2,3,4,4,3,5,3,2,3,3,3,2,2,3,2,3,2,2,4,4,2,3,3,3,4,4,3,3,3,3,3,4,3,3,2,2,2,2,4,2,3,3,4,6,18,4,3,3,2,3,3,3,16,4,17,2,3,2,2,3,3,3,2,3,2,2,2,2,3,4,3,3,2,3,3,3,3,3,3,3,3,4,6,6,3,4,4,4,3,3,3,3,4,5,4,8,3,4,5,4,4,6,5,6,4,5,4,4,5,5,4,4,4,4,4,4,4,3,2,3,3,4,4,7,9,7,5,3,5,6,4,4,3,3,4,4,5,6,5,5,100,75,19
ZA,南非,其他,https://www.fluentpython.com/data/flags/za/za.gif,非洲,ZA,0,0,17,0,38,0,0,13,0,11,11,11,25,0,10,9,8,9,0,8,21,6,0,0,18,0,17,5,9,0,8,22,12,0,8,3,4,5,3,0,9,3,17,10,5,6,9,13,13,8,4,4,4,2,8,0,7,10,3,4,7,4,0,5,14,8,6,0,5,5,9,6,9,0,5,7,7,9,6,6,7,11,8,5,4,12,4,11,8,7,8,6,6,7,9,5,5,9,7,8,6,6,5,13,10,12,7,9,8,7,5,11,6,8,6,6,4,6,8,9,7,8,9,20,10,8,7,6,7,8,4,7,7,3,5,5,9,9,6,6,7,7,10,11,12,9,5,17,11,9,7,5,9,12,14,12,8,11,3,6,10,18,10,6,19,18,10,11,9,10,4,16,19,18,74,5,11,23,20,15,22,20,12,22,39,22,33,12,23,34,18,19,21,15,11,14,24,7,8,9,10,10,32,46,100,51,10,28,26,17,17,6,15,29,39,63,72,24,8,64,53,19
CA,加拿大,其他,https://www.fluentpython.com/data/flags/ca/ca.gif,北美,CA,0,0,5,4,5,8,5,7,7,7,6,5,9,8,6,6,6,5,5,6,9,6,5,5,4,5,5,5,4,5,5,5,4,6,6,5,4,3,5,4,5,6,6,6,5,6,5,5,4,3,4,5,5,5,5,5,5,5,5,5,4,5,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,5,4,3,5,3,4,4,5,5,5,4,4,5,4,4,5,6,8,5,5,5,5,7,7,4,5,5,5,5,5,4,5,4,4,4,4,4,4,4,4,8,11,24,14,7,7,6,7,7,7,6,6,5,6,7,7,6,5,6,5,6,6,5,5,5,5,7,6,6,5,5,5,5,6,5,4,5,5,5,6,9,6,7,6,7,7,7,8,8,6,7,8,6,9,6,6,6,5,5,6,5,5,6,7,7,7,7,7,7,6,6,7,7,9,5,6,5,5,5,5,5,5,7,8,6,6,5,5,5,4,5,5,5,5,6,6,5,8,100,63,18
CU,古巴,其他,https://www.fluentpython.com/data/flags/cu/cu.gif,北美,CU,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,51,0,0,51,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,61,0,30,29,28,29,0,0,0,0,27,0,25,27,0,100,0,53,31,0,0,0,0,0,24,0,0,0,24,0,29,0,0,0,0,0,24,25,0,0,0,0,0,31,0,0,23,26,24,24,0,0,0,50,0,0,0,0,0,0,0,0,45,0,0,49,52,0,24,22,24,0,46,0,0,23,44,24,50,29,23,0,0,0,0,46,0,0,19,19,0,18,0,0,0,15,13,0,11,0,21,11,14,0,34,11,0,10,9,0,9,0,0,0,24,32,11,19,8,9,15,0,14,0,63,16,9,8,30,7,7,6,15,25,9,4,4,4,9,0,17,16,12,15,6,3,9,9,5,3,21,5,9,30,49,14,11,7,27,27,34,24,30,38,47,51,62,38,24,80,78,18
SG,新加坡,其他,https://www.fluentpython.com/data/flags/sg/sg.gif,亚洲,SG,0,0,0,0,0,0,5,0,10,5,9,5,5,9,0,5,0,12,4,0,0,0,3,0,3,3,0,5,0,0,2,2,0,8,6,6,5,4,8,4,1,4,1,0,0,1,0,8,11,2,1,1,3,3,3,0,6,7,7,3,5,2,3,2,2,4,4,1,2,2,6,1,3,7,3,4,2,2,5,4,3,4,3,1,2,3,2,4,7,4,1,1,3,3,5,3,3,4,6,2,4,4,3,8,6,6,2,2,2,3,3,4,3,4,3,3,2,3,3,2,2,3,5,10,7,5,4,2,6,3,2,3,4,4,3,4,4,4,5,2,2,3,3,3,6,4,4,6,4,4,4,3,3,5,3,3,4,6,4,3,29,53,13,13,12,13,16,12,15,14,11,14,17,15,25,12,10,8,6,6,8,4,4,8,11,6,8,7,8,5,6,7,8,6,9,7,7,3,5,5,4,5,7,10,16,8,4,6,5,6,5,5,5,4,5,9,11,4,5,100,45,18
BJ,贝宁,其他,https://www.fluentpython.com/data/flags/bj/bj.gif,非洲,BJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,31,0,0,0,0,33,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,13,0,0,0,0,12,9,10,0,10,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,6,3,0,0,8,0,3,3,5,7,5,0,2,2,0,0,2,0,4,0,2,0,2,2,0,3,5,0,0,4,2,0,4,4,0,3,4,3,0,20,3,0,5,2,6,3,0,5,2,11,3,3,0,2,7,5,12,5,3,4,6,10,7,4,1,2,7,7,35,100,32,0,9,20,10,4,2,5,6,16,52,70,14,1,13,16,17
ME,黑山,其他,https://www.fluentpython.com/data/flags/me/me.gif,欧洲,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,50,100,0,0,0,73,0,0,0,0,0,33,0,0,0,26,25,0,22,0,0,0,20,0,54,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,21,0,0,0,0,14,13,0,0,1,3,2,0,7,5,6,6,4,1,6,1,5,5,4,13,11,24,15,10,3,4,7,2,5,5,6,17,17,21,17,6,6,6,7,19,14,10,8,10,17,18,19,9,7,6,4,7,8,13,12,13,22,20,20,11,6,5,6,6,7,7,6,12,17,17,23,8,7,6,7,10,8,13,12,18,31,25,34,8,7,12,7,7,9,7,18,24,17,25,21,12,9,9,3,9,8,9,10,13,21,20,24,12,6,9,4,5,5,3,9,11,19,20,24,14,11,9,8,12,8,13,17,36,42,48,48,15,15,12,6,42,42,17
PA,巴拿马,其他,https://www.fluentpython.com/data/flags/pa/pa.gif,北美,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,30,28,0,0,34,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,11,10,11,0,0,12,40,0,0,9,8,17,0,0,8,0,9,0,8,0,0,7,0,7,39,6,7,29,0,15,12,12,6,0,6,11,6,0,0,0,8,0,11,4,13,10,6,12,12,11,6,6,6,0,3,3,3,2,11,9,7,11,5,2,7,2,6,6,3,2,0,9,5,5,13,8,4,7,23,16,7,6,11,7,10,1,7,9,10,6,5,12,4,3,4,12,8,6,3,7,12,12,9,6,6,6,5,5,7,8,4,10,1,5,4,8,5,4,9,4,4,1,8,7,8,6,10,14,73,10,4,8,5,6,8,11,5,8,11,13,12,7,16,7,11,13,8,5,18,17,6,15,9,10,9,9,11,10,34,13,4,5,20,16,8,11,9,17,9,25,30,24,10,100,73,17
GB,英国,其他,https://www.fluentpython.com/data/flags/gb/gb.gif,欧洲,GB,0,0,3,6,6,8,5,6,6,7,7,8,9,6,7,8,8,8,12,9,9,10,9,9,8,9,9,9,11,11,11,11,10,10,12,12,11,12,8,7,7,7,6,7,7,9,9,11,9,7,6,7,7,7,8,8,8,8,9,7,8,8,8,7,8,9,9,10,10,11,12,13,13,14,14,17,18,18,16,18,17,19,18,18,20,21,5,7,11,10,8,6,7,9,10,7,7,9,9,10,9,7,9,20,8,7,7,7,6,6,6,6,6,6,6,5,6,7,7,7,6,8,10,21,9,7,6,6,8,8,6,6,7,7,6,9,14,8,6,6,7,7,7,9,9,6,7,14,10,8,8,6,6,6,8,7,7,7,7,7,8,8,12,10,10,11,10,10,10,10,10,11,12,16,60,9,8,9,9,10,10,8,8,10,14,10,11,12,10,10,11,11,10,10,11,10,7,6,6,6,7,7,7,9,10,8,6,7,6,5,4,5,6,6,6,7,8,6,8,100,64,17
CO,哥伦比亚,其他,https://www.fluentpython.com/data/flags/co/co.gif,南美,CO,0,0,0,0,11,9,0,9,0,0,6,7,0,10,17,12,11,11,5,11,6,0,8,4,0,6,5,4,8,6,0,0,13,5,18,9,2,12,2,4,3,2,3,5,6,2,2,4,7,3,4,4,5,5,3,4,6,3,4,3,2,1,0,3,3,1,3,1,2,2,8,2,5,7,1,3,1,3,6,2,1,3,6,3,4,2,2,3,4,3,2,2,2,4,6,3,3,2,3,2,4,3,3,8,9,5,6,11,6,3,3,3,3,3,3,2,4,3,3,3,2,3,7,11,9,6,8,5,4,4,4,4,2,3,5,3,5,5,4,6,3,5,5,6,5,7,3,8,7,5,6,5,4,5,7,6,5,6,4,7,3,9,6,5,6,5,4,3,4,4,8,11,14,15,93,5,8,7,5,6,8,9,9,9,12,10,13,11,12,11,11,11,16,17,15,17,15,13,12,13,14,13,20,20,27,19,14,17,15,14,14,13,14,16,21,23,31,23,13,100,47,16
GR,希腊,其他,https://www.fluentpython.com/data/flags/gr/gr.gif,欧洲,GR,0,0,21,7,17,7,16,11,12,12,29,13,10,15,18,8,14,13,29,11,13,16,13,7,8,4,9,9,11,11,7,7,14,13,5,15,14,11,5,10,13,18,20,14,36,42,27,23,30,27,33,30,29,34,36,27,27,20,31,25,22,25,24,29,37,37,33,40,54,46,54,46,44,43,34,39,34,31,37,41,49,49,37,41,51,59,7,7,7,7,8,8,6,8,7,8,7,9,11,9,8,5,7,12,11,12,10,8,6,8,7,7,8,7,9,10,11,14,12,8,8,7,10,26,10,5,8,8,12,10,9,7,6,4,6,7,7,7,6,8,7,9,9,8,7,6,8,9,9,7,8,7,8,11,11,9,8,10,7,7,8,9,13,9,12,13,10,8,8,20,13,100,10,10,19,11,12,19,12,11,10,20,14,97,10,10,11,14,19,16,16,14,13,13,11,10,6,5,5,6,6,8,8,10,12,9,6,7,8,6,5,9,14,18,16,15,12,8,8,82,68,16
MY,马来西亚,其他,https://www.fluentpython.com/data/flags/my/my.gif,亚洲,MY,0,0,0,42,0,19,0,16,0,0,0,14,17,0,0,0,10,12,0,0,9,0,16,0,18,8,0,7,0,6,6,0,11,5,5,5,0,5,4,0,0,4,0,0,3,3,5,15,10,13,7,7,2,2,6,4,0,4,7,4,13,4,2,4,3,6,3,3,4,4,6,3,7,1,4,7,2,2,1,0,2,3,3,2,5,3,4,4,8,3,4,3,4,8,4,3,4,7,7,7,4,5,5,12,5,4,5,3,4,3,4,3,3,3,1,2,4,3,3,2,3,4,5,9,8,5,6,4,15,4,5,2,4,3,2,5,5,5,2,3,3,4,2,7,6,5,6,11,8,7,7,7,14,13,9,6,4,5,5,6,47,100,15,3,4,6,4,4,3,4,5,4,7,7,32,5,4,5,12,14,13,9,12,11,22,13,15,15,14,10,11,13,11,14,14,12,13,9,10,16,13,13,15,33,44,28,13,14,14,13,17,14,13,17,17,26,33,10,11,61,36,16
RS,塞尔维亚,其他,https://www.fluentpython.com/data/flags/rs/rs.gif,欧洲,RS,0,0,17,16,0,15,13,0,0,26,67,22,34,29,9,18,7,36,54,8,24,23,14,13,13,12,11,0,18,15,24,9,5,31,20,22,0,3,16,15,6,6,13,8,28,13,12,24,9,15,14,6,13,2,20,10,12,13,10,9,11,8,8,5,7,6,9,6,6,8,7,8,5,14,3,12,11,4,11,7,7,15,9,5,7,6,4,6,5,6,6,8,6,7,5,8,7,6,7,8,5,8,6,9,9,10,5,8,6,5,4,5,5,7,8,5,9,9,8,7,6,8,14,30,13,8,8,5,7,8,7,6,5,6,5,10,6,5,6,5,7,6,6,9,7,6,7,8,7,5,7,6,7,5,8,8,7,7,5,8,10,14,11,5,6,13,28,13,8,24,6,9,8,7,14,6,8,11,9,11,13,9,12,13,12,14,12,12,10,9,11,14,12,13,11,8,8,5,7,7,7,8,11,11,12,8,8,9,8,8,7,10,7,12,9,10,14,9,7,100,62,16
AU,澳大利亚,其他,https://www.fluentpython.com/data/flags/au/au.gif,澳洲,AU,0,0,1,6,0,2,5,1,4,4,3,1,7,4,6,5,6,7,8,8,4,5,3,3,6,3,5,4,3,3,4,7,3,4,2,3,3,5,2,3,2,4,5,4,3,3,5,4,3,4,2,4,6,4,4,4,3,4,5,3,4,2,3,2,2,3,3,4,3,3,4,4,5,4,3,5,4,3,3,3,3,4,2,3,3,3,3,2,4,3,3,3,3,2,3,3,4,5,6,4,4,3,3,5,5,4,3,4,4,4,4,3,4,3,3,3,3,3,3,3,4,6,8,17,9,6,5,4,9,5,5,5,5,4,5,5,5,4,4,4,4,4,4,5,5,4,4,6,4,5,5,5,4,6,5,4,4,4,4,4,7,14,7,5,5,5,5,4,4,6,4,4,5,6,13,5,5,5,4,5,4,5,4,5,6,6,7,7,7,6,6,6,5,8,6,5,5,5,4,4,4,5,4,6,7,6,4,4,4,4,4,4,4,4,4,5,6,4,6,100,49,15
BD,孟加拉,其他,https://www.fluentpython.com/data/flags/bd/bd.gif,亚洲,BD,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,67,0,0,0,47,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,17,18,0,0,0,16,13,0,12,0,0,0,0,0,0,0,0,12,0,0,21,0,19,0,0,9,29,7,0,0,7,0,0,0,16,7,13,0,0,0,7,6,0,0,10,0,12,0,0,4,3,1,3,1,1,1,2,2,2,3,2,0,3,5,1,3,3,2,3,2,2,1,3,1,2,1,2,1,1,5,2,4,2,1,1,1,3,2,0,2,2,1,1,2,1,2,3,2,0,2,1,1,1,2,1,1,1,1,1,1,3,1,2,2,1,1,2,5,2,1,1,1,1,2,2,2,1,2,3,3,15,2,3,3,7,6,8,7,8,9,13,8,11,7,9,7,10,14,13,8,10,10,7,7,7,7,6,7,12,33,100,20,10,14,15,9,13,9,10,12,20,55,43,15,18,19,20,15
